"","test_group","tot_sls","female","married","children","NumChildren","Population_K","HouseHolds","HHAveSize","pop_0_25","pop_26_45","pop_46_65","pop_65_plus","HHIncomeMed","WhtCollarOcc","cust_age","em_y","cluster"
"123",1,17.98,1,1,0,2,598,263,2.3,32,30,23,14,75503,25,41,0,2
"124",1,43.8,1,0,0,2,717,308,2.3,31,30,22,15,60003,42,37,0,4
"125",1,68.11,0,1,0,0,576,254,2.3,31,30,23,14,72414,47,37,0,1
"126",1,3.62,0,0,0,1,708,307,2.3,31,30,23,15,67042,20,41,0,1
"127",1,129.34,1,1,0,1,769,332,2.3,31,30,23,15,69703,31,44,0,1
"128",1,73.14,0,0,0,1,342,155,2.2,31,29,23,15,58740,34,34,0,4
"129",1,51.68,0,1,0,0,954,392,2.4,31,30,23,14,59392,31,39,0,4
"130",1,267.66,0,0,0,0,813,336,2.4,32,29,22,15,57715,17,43,0,4
"131",1,4.64,1,0,0,0,813,334,2.4,32,29,23,15,60489,36,33,0,4
"132",1,31.37,0,0,0,0,445,189,2.4,31,30,23,14,41054,34,34,0,3
"133",1,224.17,1,0,0,0,619,263,2.4,31,30,23,15,41339,30,33,0,3
"134",1,29.61,1,0,0,0,741,317,2.3,32,29,22,15,73128,29,33,0,1
"135",1,18.9,1,0,0,0,561,242,2.3,31,30,22,15,47223,31,35,0,3
"136",1,11.62,1,1,0,0,669,275,2.4,32,29,23,14,71774,32,28,0,1
"137",1,17.35,1,1,0,0,648,279,2.3,32,30,23,15,71924,34,36,0,1
"138",1,87.05,0,1,0,1,678,291,2.3,31,29,23,15,55408,58,40,0,4
"139",1,227.14,0,0,0,1,624,278,2.2,31,30,23,14,83782,39,43,0,2
"140",1,34.07,1,1,0,0,584,258,2.3,32,30,22,15,84215,42,38,0,2
"141",1,50.64,1,0,0,0,600,246,2.4,32,30,23,14,62441,28,34,0,1
"142",1,76.88,1,1,0,2,509,220,2.3,31,29,23,14,45729,37,40,0,3
"143",1,93.42,1,1,0,0,680,290,2.3,31,30,23,15,42207,35,35,0,3
"144",1,209.76,1,0,0,0,783,339,2.3,32,30,23,15,51316,34,33,0,4
"145",1,93.78,0,1,0,0,482,197,2.4,32,30,22,15,84372,43,42,0,2
"146",1,18.99,0,0,0,0,502,209,2.4,31,30,22,15,50058,29,38,0,4
"147",1,28.17,1,0,0,0,597,245,2.4,32,29,22,15,45520,43,38,0,3
"148",1,61.16,1,0,0,0,783,339,2.3,32,30,23,15,51316,34,33,0,4
"149",1,4.55,1,0,0,1,518,223,2.3,32,30,22,14,52742,37,39,0,4
"150",1,114.33,0,0,0,0,748,312,2.4,32,29,23,14,62600,39,44,0,1
"151",1,31.09,1,0,0,0,539,233,2.3,32,29,22,15,83719,42,39,0,2
"152",1,54.23,0,0,0,1,491,207,2.4,31,30,23,15,60613,44,34,0,4
"153",1,45.36,1,1,0,4,833,351,2.4,31,30,23,14,71541,34,27,0,1
"154",1,26.18,0,0,0,0,591,253,2.3,32,30,22,15,69193,30,41,0,1
"155",1,93.6,0,0,0,0,495,208,2.4,31,30,22,15,62064,27,39,0,1
"156",1,26.92,1,0,0,0,624,278,2.2,31,30,23,14,83782,39,41,0,2
"157",1,34.87,0,0,0,0,703,299,2.4,32,29,22,14,51049,29,41,0,4
"158",1,49.82,1,0,0,0,624,276,2.3,32,29,23,14,70850,29,42,0,1
"159",1,63.82,0,0,0,0,495,208,2.4,31,30,22,15,62064,27,39,0,1
"160",1,41.08,0,0,0,0,385,162,2.4,32,29,23,14,41324,38,39,0,3
"161",1,96.55,1,0,0,0,686,293,2.3,32,30,23,14,58731,23,43,0,4
"162",1,164.89,1,1,0,1,874,372,2.3,32,29,23,14,62149,13,35,0,1
"163",1,36.01,1,0,0,4,781,329,2.4,31,29,23,15,69636,30,34,0,1
"164",1,121,1,0,0,0,885,380,2.3,32,29,23,15,85349,25,44,0,2
"165",1,128.48,1,0,0,2,606,249,2.4,31,30,23,15,61674,36,43,0,1
"166",1,86.46,0,0,0,0,645,284,2.3,32,30,22,14,85503,25,40,0,2
"167",1,116.32,1,1,0,0,669,275,2.4,32,29,23,14,71774,32,28,0,1
"168",1,15.5,1,0,0,0,624,278,2.2,31,30,23,14,83782,39,44,0,2
"169",1,111.92,0,1,0,2,594,246,2.4,31,30,23,14,70862,28,34,0,1
"170",1,106.38,0,1,0,1,473,194,2.4,31,29,23,15,85481,43,44,0,2
"171",1,90.13,0,1,0,0,765,337,2.3,32,29,22,14,55272,18,44,0,4
"172",1,77.31,0,0,0,0,791,325,2.4,31,30,23,15,63788,25,37,0,1
"173",1,20.59,1,0,0,0,708,303,2.3,32,29,22,15,40668,36,40,0,3
"174",1,75.57,1,0,0,0,455,199,2.3,32,30,22,14,83728,26,32,0,2
"175",1,243.9,0,0,0,1,539,233,2.3,32,29,22,15,83719,42,35,0,2
"176",1,117.11,0,0,0,0,663,287,2.3,32,30,23,14,64769,25,44,0,1
"177",1,93.54,1,0,0,2,809,342,2.4,31,30,23,15,65480,34,39,0,1
"178",1,9.83,0,0,0,1,540,231,2.3,32,29,22,15,59289,22,36,0,4
"179",1,102.9,0,0,0,1,694,286,2.4,32,29,23,15,48696,35,38,0,4
"180",1,64.24,0,0,0,1,736,307,2.4,31,29,23,15,49543,42,41,0,4
"181",1,192.74,1,0,0,0,560,239,2.3,32,30,22,15,61682,22,36,0,1
"182",1,41.49,0,1,0,0,652,288,2.3,32,29,23,15,63825,17,38,0,1
"183",1,233.54,1,0,0,0,539,233,2.3,32,29,22,15,83719,42,39,0,2
"184",1,32.97,1,0,0,0,971,431,2.3,31,29,23,15,56285,33,33,0,4
"185",1,24.99,1,0,0,0,563,245,2.3,31,29,23,15,84157,27,31,0,2
"186",1,84.13,1,1,0,0,935,403,2.3,31,30,23,15,51338,21,43,0,4
"187",1,18.72,0,0,0,0,698,279,2.5,32,30,23,14,73928,36,43,0,1
"188",1,54.42,1,0,0,0,668,276,2.4,31,30,23,15,41432,36,37,0,3
"189",1,34.28,1,0,0,0,727,314,2.3,32,29,23,15,47999,38,33,0,4
"190",1,78.96,0,1,0,1,799,349,2.3,31,30,22,15,50648,31,30,0,4
"191",1,13.59,1,0,0,0,516,222,2.3,32,29,23,15,57285,25,33,0,4
"192",1,53.51,0,0,0,2,700,317,2.2,31,30,23,15,42234,18,32,0,3
"193",1,22.64,1,1,0,2,567,257,2.2,31,30,23,15,60044,43,32,0,4
"194",1,101.12,1,1,0,3,574,260,2.2,32,29,23,14,63861,25,35,0,1
"195",1,25.33,0,0,0,0,685,309,2.2,32,29,23,15,50976,46,40,0,4
"196",1,26.91,0,0,0,0,990,424,2.3,32,30,22,15,55928,37,39,0,4
"197",1,23.9,0,0,0,0,495,208,2.4,31,30,22,15,62064,27,39,0,1
"198",1,131.27,1,0,0,0,719,300,2.4,32,30,22,15,76853,41,44,0,2
"199",1,28.62,1,0,0,0,708,303,2.3,32,29,22,15,40668,36,40,0,3
"200",1,10.04,1,0,0,0,813,334,2.4,32,29,23,15,60489,36,33,0,4
"201",1,73.82,0,1,0,0,561,245,2.3,32,30,22,15,54884,18,43,0,4
"202",1,27.78,0,0,0,0,761,324,2.3,32,30,22,14,71079,22,35,0,1
"203",1,10.33,1,1,0,0,611,262,2.3,32,30,23,14,50619,21,31,0,4
"204",1,48.55,0,1,0,2,742,308,2.4,31,30,22,15,74116,45,43,0,1
"205",1,24.34,1,0,0,0,455,199,2.3,32,30,22,14,83728,26,43,0,2
"206",1,131.46,1,0,0,0,707,309,2.3,31,30,23,14,68008,43,39,0,1
"207",1,48.94,1,0,0,0,605,244,2.5,32,30,22,15,70944,34,39,0,1
"208",1,1.08,1,0,0,0,885,380,2.3,32,29,23,15,85349,25,44,0,2
"209",1,31.81,1,0,0,0,664,279,2.4,32,29,23,15,59728,23,38,0,4
"210",1,47.86,0,0,0,0,554,253,2.2,32,30,22,14,60201,37,33,0,4
"211",1,132.48,1,0,0,0,455,198,2.3,32,29,23,15,55134,29,36,0,4
"212",1,95.76,1,1,0,1,692,294,2.4,32,29,23,14,48044,32,44,0,4
"213",1,134.22,1,1,0,2,931,401,2.3,31,30,23,14,82108,28,41,0,2
"214",1,76.95,0,1,0,1,473,194,2.4,31,29,23,15,85481,43,44,0,2
"215",1,17.29,1,0,0,0,792,339,2.3,32,30,23,14,67955,32,40,0,1
"216",1,58.35,1,0,0,0,576,248,2.3,32,29,23,14,70854,22,41,0,1
"217",1,108,0,1,0,0,406,169,2.4,32,30,22,15,70021,23,39,0,1
"218",1,114.01,1,0,0,0,639,258,2.5,32,29,22,15,60493,17,44,0,4
"219",1,18.5,0,1,0,0,406,169,2.4,32,30,22,15,70021,23,39,0,1
"220",1,99.02,1,0,0,0,666,283,2.4,32,29,23,14,44359,47,42,0,3
"221",1,37.89,0,0,0,0,782,333,2.3,31,30,22,15,55600,34,44,0,4
"222",1,18.04,0,0,0,0,473,194,2.4,31,29,23,15,85481,43,33,0,2
"223",1,96.3,1,0,0,0,618,265,2.3,32,29,22,15,82442,30,28,0,2
"224",1,119.49,1,0,0,0,686,293,2.3,32,30,23,14,58731,23,43,0,4
"225",1,65.79,0,0,0,1,694,286,2.4,32,29,23,15,48696,35,38,0,4
"226",1,100.08,1,1,0,0,843,374,2.3,31,30,22,15,42437,31,36,0,3
"227",1,8.53,1,1,0,0,841,362,2.3,31,29,23,15,70282,31,34,0,1
"228",1,193.12,1,1,0,0,781,359,2.2,31,30,22,15,54579,19,41,0,4
"229",1,79.11,1,1,0,3,705,300,2.4,32,30,23,14,87109,31,40,0,2
"230",1,54.28,1,1,0,7,638,271,2.4,32,30,23,15,66741,61,43,0,1
"231",1,111.27,1,0,0,0,483,207,2.3,31,30,23,15,41087,37,43,0,3
"232",1,14.43,0,0,0,0,672,278,2.4,31,30,23,15,56668,43,44,0,4
"233",1,89.1,0,1,0,1,532,232,2.3,31,29,23,15,48026,22,33,0,4
"234",1,201.76,0,1,0,2,622,260,2.4,32,30,22,15,49246,27,40,0,4
"235",1,57.65,0,0,0,0,700,295,2.4,31,30,22,14,58579,30,40,0,4
"236",1,130.23,1,0,0,0,714,299,2.4,31,30,22,15,58380,41,40,0,4
"237",1,111.98,0,0,0,1,624,278,2.2,31,30,23,14,83782,39,43,0,2
"238",1,125.48,1,0,0,4,651,278,2.3,31,30,22,15,76869,40,42,0,2
"239",1,53.89,1,0,0,0,652,278,2.3,32,29,22,14,56466,24,37,0,4
"240",1,77.68,0,0,0,0,705,284,2.5,31,30,23,15,46629,45,27,0,3
"241",1,117.88,0,1,0,1,678,291,2.3,31,29,23,15,55408,58,40,0,4
"242",1,100.35,1,0,0,0,393,170,2.3,32,29,23,15,87748,34,32,0,2
"243",1,46.62,1,0,0,0,727,302,2.4,32,29,23,14,62362,43,44,0,1
"244",1,15.46,0,0,0,1,624,278,2.2,31,30,23,14,83782,39,43,0,2
"245",1,21.95,0,1,0,2,723,298,2.4,32,30,23,14,41142,33,36,0,3
"246",1,13.91,1,0,0,4,349,156,2.2,32,30,22,15,51039,32,32,0,4
"247",1,38.95,0,0,0,4,740,298,2.5,32,29,22,15,69642,42,40,0,1
"248",1,185.48,1,1,0,6,705,300,2.4,32,30,23,14,87109,31,34,0,2
"249",1,180.01,1,1,0,2,443,204,2.2,31,30,23,15,75030,35,37,0,2
"250",1,42.35,1,0,0,0,641,273,2.3,32,30,23,14,82063,42,41,0,2
"251",1,57.74,0,0,0,1,841,332,2.5,31,30,23,15,76623,56,44,0,2
"252",1,99.51,0,0,0,0,385,162,2.4,32,29,23,14,41324,38,39,0,3
"253",1,51.64,1,1,0,0,841,362,2.3,31,29,23,15,70282,31,34,0,1
"254",1,108.66,0,1,0,0,613,261,2.3,32,29,23,15,69252,35,43,0,1
"255",1,74.72,1,1,0,0,692,302,2.3,32,29,23,15,43762,28,38,0,3
"256",1,59.13,0,1,0,1,624,278,2.2,31,30,23,14,83782,39,39,0,2
"257",1,117.52,0,1,0,1,611,267,2.3,32,30,23,15,48525,43,44,0,4
"258",1,116.53,0,0,0,0,715,333,2.1,32,30,23,14,46101,29,44,0,3
"259",1,24.69,0,1,0,3,539,233,2.3,32,29,22,15,83719,42,40,0,2
"260",1,132.99,0,0,0,0,591,253,2.3,32,30,22,15,69193,30,41,0,1
"261",1,31.04,1,1,0,1,507,209,2.4,31,30,23,15,47396,19,34,0,3
"262",1,109.47,1,0,0,0,560,239,2.3,32,30,22,15,61682,22,36,0,1
"263",1,42.31,1,1,0,2,787,331,2.4,31,30,22,14,43253,39,42,0,3
"264",1,13.36,1,0,0,0,631,273,2.3,32,29,22,15,70159,33,31,0,1
"265",1,118.76,0,0,0,0,672,278,2.4,31,30,23,15,56668,43,44,0,4
"266",1,100.28,1,1,0,0,648,279,2.3,32,30,23,15,71924,34,36,0,1
"267",1,63.46,0,0,0,0,715,333,2.1,32,30,23,14,46101,29,44,0,3
"268",1,89.67,1,0,0,0,539,233,2.3,32,29,22,15,83719,42,40,0,2
"269",1,31.55,1,0,0,0,975,399,2.4,31,30,23,14,46058,30,42,0,3
"270",1,121.49,0,1,0,2,723,298,2.4,32,30,23,14,41142,33,36,0,3
"271",1,25.29,1,0,0,0,971,431,2.3,31,29,23,15,56285,33,33,0,4
"272",1,63.87,1,0,0,0,705,300,2.4,32,30,23,14,87109,31,43,0,2
"273",1,90.59,0,0,0,0,520,210,2.5,32,29,23,15,84425,22,39,0,2
"274",1,62.14,1,1,0,3,931,401,2.3,31,30,23,14,82108,28,39,0,2
"275",1,37.5,1,1,0,4,833,351,2.4,31,30,23,14,71541,34,27,0,1
"276",1,117.32,1,0,0,2,809,342,2.4,31,30,23,15,65480,34,39,0,1
"277",1,126.39,1,0,0,1,455,199,2.3,32,30,22,14,83728,26,40,0,2
"278",1,72.39,1,1,0,1,789,333,2.4,31,30,23,15,55265,43,41,0,4
"279",1,11.7,1,1,0,0,584,258,2.3,32,30,22,15,84215,42,38,0,2
"280",1,39.61,1,0,0,0,625,276,2.3,31,29,23,15,69218,47,41,0,1
"281",1,49.77,0,0,0,0,738,323,2.3,32,30,22,14,71527,37,36,0,1
"282",1,83.47,0,1,0,0,424,180,2.4,31,29,23,15,62163,31,34,0,1
"283",1,48.22,1,1,0,0,611,262,2.3,32,30,23,14,50619,21,31,0,4
"284",1,96.55,0,1,0,0,576,254,2.3,31,30,23,14,72414,47,37,0,1
"285",1,9.53,1,0,0,0,746,333,2.2,32,30,23,14,46555,36,34,0,3
"286",1,109.59,0,0,0,1,393,170,2.3,32,29,23,15,87748,34,44,0,2
"287",1,7.18,1,0,0,0,652,278,2.3,32,29,22,14,56466,24,37,0,4
"288",1,156.71,1,0,0,0,480,205,2.3,32,30,22,14,55519,28,44,0,4
"289",1,89.4,1,0,0,0,641,273,2.3,32,30,23,14,82063,42,41,0,2
"290",1,13.61,1,0,0,0,1019,434,2.3,31,30,22,15,58392,34,43,0,4
"291",1,13.31,1,1,0,1,363,153,2.4,31,30,23,14,68050,19,36,0,1
"292",1,41.27,1,0,0,0,723,307,2.4,32,29,23,15,68022,27,38,0,1
"293",1,167,1,1,0,3,705,300,2.4,32,30,23,14,87109,31,40,0,2
"294",1,73.78,1,0,0,0,834,370,2.3,32,30,22,14,80016,19,35,0,2
"295",1,123.09,1,0,0,0,1019,434,2.3,31,30,22,15,58392,34,43,0,4
"296",1,27.63,1,0,0,0,436,189,2.3,32,30,22,14,63890,42,41,0,1
"297",1,8.61,1,0,0,0,652,274,2.4,32,30,22,14,79398,15,32,0,2
"298",1,8.55,0,1,0,1,629,252,2.5,31,30,22,15,62090,29,33,0,1
"299",1,59.94,1,1,0,7,592,253,2.3,31,30,23,15,73093,33,35,0,1
"300",1,12.41,1,0,0,2,809,342,2.4,31,30,23,15,65480,34,39,0,1
"301",1,29.93,0,0,0,0,591,253,2.3,32,30,22,15,69193,30,41,0,1
"302",1,67.1,1,0,0,1,219,99,2.2,31,30,23,14,78654,22,40,0,2
"303",1,92.61,1,0,0,0,496,208,2.4,32,30,22,14,47994,36,42,0,4
"304",1,49.1,0,0,0,0,759,309,2.5,32,30,22,14,61678,40,40,0,1
"305",1,213.45,1,0,0,0,746,333,2.2,32,30,23,14,46555,36,34,0,3
"306",1,143.78,1,0,0,0,714,316,2.3,32,29,23,15,81405,30,41,0,2
"307",1,34.55,1,1,0,3,833,358,2.3,31,29,23,14,64663,38,42,0,1
"308",1,48.28,1,0,0,0,706,319,2.2,31,30,22,15,70740,39,36,0,1
"309",1,123.21,1,1,0,1,789,333,2.4,31,30,23,15,55265,43,41,0,4
"310",1,58.06,1,0,0,0,600,246,2.4,32,30,23,14,62441,28,34,0,1
"311",1,113.93,1,0,0,0,1014,440,2.3,31,30,23,14,43787,26,38,0,3
"312",1,52.95,0,0,0,0,821,344,2.4,32,29,23,14,44441,26,44,0,3
"313",1,84.47,1,0,0,0,642,268,2.4,32,30,22,15,49346,13,39,0,4
