id,profile,setid,position,brand,compat,perform,reliab,learn,price,choice,buy
13,16,4,Bottom-Right,Apple,2,1,1,4,7,0,0
13,17,5,Top-Left,Sony,6,1,1,8,3,0,0
13,18,5,Top-Right,Compaq,5,4,2,3,1,0,0
13,19,5,Bottom-Left,Dell,1,3,2,2,8,0,0
13,20,5,Bottom-Right,Gateway,8,2,1,1,1,1,1
13,21,6,Top-Left,IBM,1,4,2,4,2,0,0
13,22,6,Top-Right,Dell,8,4,2,8,6,0,0
13,23,6,Bottom-Left,Sun,4,2,1,3,4,1,0
13,24,6,Bottom-Right,Gateway,6,3,1,1,8,0,0
13,25,7,Top-Left,HP,2,4,2,1,3,1,0
13,26,7,Top-Right,Compaq,7,2,1,2,5,0,0
13,27,7,Bottom-Left,Sony,1,3,1,3,6,0,0
13,28,7,Bottom-Right,IBM,6,2,2,7,7,0,0
13,29,8,Top-Left,Dell,6,1,2,5,1,0,0
13,30,8,Top-Right,HP,5,2,2,6,6,0,0
13,31,8,Bottom-Left,Gateway,2,3,2,3,5,0,0
13,32,8,Bottom-Right,Compaq,1,4,1,1,4,1,1
13,33,9,Top-Left,Apple,1,2,2,5,5,0,0
13,34,9,Top-Right,Gateway,3,4,1,7,6,1,1
13,35,9,Bottom-Left,IBM,7,1,1,3,8,0,0
13,36,9,Bottom-Right,Sony,5,3,2,1,7,0,0
13,37,10,Top-Left,HP,4,1,2,4,8,0,0
13,38,10,Top-Right,Dell,8,3,2,1,2,0,0
13,39,10,Bottom-Left,IBM,2,2,1,5,6,0,0
13,40,10,Bottom-Right,Sun,7,4,1,8,5,1,1
13,41,11,Top-Left,Compaq,4,3,2,5,3,0,0
13,42,11,Top-Right,Sun,3,4,2,6,8,1,0
13,43,11,Bottom-Left,Gateway,5,1,2,8,4,0,0
13,44,11,Bottom-Right,HP,6,4,1,3,2,0,0
13,45,12,Top-Left,IBM,8,3,2,6,4,0,0
13,46,12,Top-Right,Gateway,7,4,2,5,7,0,0
13,47,12,Bottom-Left,Sony,3,2,1,2,1,0,0
13,48,12,Bottom-Right,Apple,4,1,1,1,6,1,1
13,49,13,Top-Left,Sun,5,1,1,5,2,0,0
13,50,13,Top-Right,Apple,6,4,2,2,4,1,1
13,51,13,Bottom-Left,Dell,3,2,2,3,3,0,0
13,52,13,Bottom-Right,IBM,4,3,1,8,1,0,0
13,53,14,Top-Left,Sony,4,4,2,7,5,0,0
13,54,14,Top-Right,HP,3,3,1,5,4,1,0
13,55,14,Bottom-Left,Compaq,2,2,2,8,8,0,0
13,56,14,Bottom-Right,Gateway,1,1,1,6,1,0,0
13,57,15,Top-Left,Apple,5,2,1,7,8,0,0
13,58,15,Top-Right,Sun,6,3,2,4,6,1,1
13,59,15,Bottom-Left,HP,1,2,1,8,7,0,0
13,60,15,Bottom-Right,Sony,2,1,2,6,2,0,0
13,61,16,Top-Left,Gateway,8,2,1,4,3,0,0
13,62,16,Top-Right,IBM,3,1,2,1,5,1,0
13,63,16,Bottom-Left,Compaq,5,4,2,3,1,0,0
13,64,16,Bottom-Right,Dell,2,1,1,7,4,0,0
18,1,1,Top-Left,Sun,1,4,2,8,8,0,0
18,2,1,Top-Right,Apple,7,3,1,6,3,0,0
18,3,1,Bottom-Left,IBM,6,1,2,4,4,0,0
18,4,1,Bottom-Right,Compaq,8,3,2,2,7,1,1
18,5,2,Top-Left,Gateway,4,2,2,2,2,1,0
18,6,2,Top-Right,Sony,8,4,1,5,8,0,0
18,7,2,Bottom-Left,Sun,1,1,2,7,3,0,0
18,8,2,Bottom-Right,Dell,5,3,1,4,5,0,0
18,9,3,Top-Left,Dell,4,4,1,6,7,0,0
18,10,3,Top-Right,Sony,7,2,2,2,6,0,0
18,11,3,Bottom-Left,Apple,3,3,2,8,2,1,1
18,12,3,Bottom-Right,HP,8,1,1,2,5,0,0
18,13,4,Top-Left,Compaq,6,2,1,6,5,0,0
18,14,4,Top-Right,IBM,5,4,1,2,3,0,0
18,15,4,Bottom-Left,HP,7,3,2,7,1,1,0
18,16,4,Bottom-Right,Apple,2,1,1,4,7,0,0
18,17,5,Top-Left,Sony,6,1,1,8,3,0,0
18,18,5,Top-Right,Compaq,5,4,2,3,1,1,1
18,19,5,Bottom-Left,Dell,1,3,2,2,8,0,0
18,20,5,Bottom-Right,Gateway,8,2,1,1,1,0,0
18,21,6,Top-Left,IBM,1,4,2,4,2,0,0
18,22,6,Top-Right,Dell,8,4,2,8,6,0,0
18,23,6,Bottom-Left,Sun,4,2,1,3,4,1,0
18,24,6,Bottom-Right,Gateway,6,3,1,1,8,0,0
18,25,7,Top-Left,HP,2,4,2,1,3,0,0
18,26,7,Top-Right,Compaq,7,2,1,2,5,1,0
18,27,7,Bottom-Left,Sony,1,3,1,3,6,0,0
18,28,7,Bottom-Right,IBM,6,2,2,7,7,0,0
18,29,8,Top-Left,Dell,6,1,2,5,1,1,0
18,30,8,Top-Right,HP,5,2,2,6,6,0,0
18,31,8,Bottom-Left,Gateway,2,3,2,3,5,0,0
18,32,8,Bottom-Right,Compaq,1,4,1,1,4,0,0
18,33,9,Top-Left,Apple,1,2,2,5,5,0,0
18,34,9,Top-Right,Gateway,3,4,1,7,6,0,0
18,35,9,Bottom-Left,IBM,7,1,1,3,8,1,0
18,36,9,Bottom-Right,Sony,5,3,2,1,7,0,0
18,37,10,Top-Left,HP,4,1,2,4,8,0,0
18,38,10,Top-Right,Dell,8,3,2,1,2,1,0
18,39,10,Bottom-Left,IBM,2,2,1,5,6,0,0
18,40,10,Bottom-Right,Sun,7,4,1,8,5,0,0
18,41,11,Top-Left,Compaq,4,3,2,5,3,1,0
18,42,11,Top-Right,Sun,3,4,2,6,8,0,0
18,43,11,Bottom-Left,Gateway,5,1,2,8,4,0,0
18,44,11,Bottom-Right,HP,6,4,1,3,2,0,0
18,45,12,Top-Left,IBM,8,3,2,6,4,1,1
18,46,12,Top-Right,Gateway,7,4,2,5,7,0,0
18,47,12,Bottom-Left,Sony,3,2,1,2,1,0,0
18,48,12,Bottom-Right,Apple,4,1,1,1,6,0,0
18,49,13,Top-Left,Sun,5,1,1,5,2,0,0
18,50,13,Top-Right,Apple,6,4,2,2,4,1,1
18,51,13,Bottom-Left,Dell,3,2,2,3,3,0,0
18,52,13,Bottom-Right,IBM,4,3,1,8,1,0,0
18,53,14,Top-Left,Sony,4,4,2,7,5,1,0
18,54,14,Top-Right,HP,3,3,1,5,4,0,0
18,55,14,Bottom-Left,Compaq,2,2,2,8,8,0,0
18,56,14,Bottom-Right,Gateway,1,1,1,6,1,0,0
18,57,15,Top-Left,Apple,5,2,1,7,8,0,0
18,58,15,Top-Right,Sun,6,3,2,4,6,1,0
18,59,15,Bottom-Left,HP,1,2,1,8,7,0,0
18,60,15,Bottom-Right,Sony,2,1,2,6,2,0,0
18,61,16,Top-Left,Gateway,8,2,1,4,3,0,0
18,62,16,Top-Right,IBM,3,1,2,1,5,0,0
18,63,16,Bottom-Left,Compaq,5,4,2,3,1,1,1
18,64,16,Bottom-Right,Dell,2,1,1,7,4,0,0
21,1,1,Top-Left,Sun,1,4,2,8,8,0,0
21,2,1,Top-Right,Apple,7,3,1,6,3,0,0
21,3,1,Bottom-Left,IBM,6,1,2,4,4,0,0
21,4,1,Bottom-Right,Compaq,8,3,2,2,7,1,1
21,5,2,Top-Left,Gateway,4,2,2,2,2,0,0
21,6,2,Top-Right,Sony,8,4,1,5,8,0,0
21,7,2,Bottom-Left,Sun,1,1,2,7,3,0,0
21,8,2,Bottom-Right,Dell,5,3,1,4,5,1,1
21,9,3,Top-Left,Dell,4,4,1,6,7,1,1
21,10,3,Top-Right,Sony,7,2,2,2,6,0,0
